# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator:  3.8.5, git
# Instrument: eqsans_1_fixed.instr
# Ncount: 1000000
# Trace: no
# Gravitation: no
# Seed: 1790169701247962
# Directory: /Users/georgeyumnam/WORK/PANRAID/PaNRAID-results/Group2/panraidproject/scan_guide_xy/x-06_y+07
# Param: gx=-0.006
# Param: gy=0.007
# Date: Wed Sep 23 15:21:45 2026 (1790169705)
# type: array_1d(120)
# Source: EQ_SANS (eqsans_1_fixed.instr)
# component: lambda_det
# position: 0 0 22.28
# title: Wavelength monitor
# Ncount: 1000000
# filename: lambda_det.dat
# statistics: X0=4.04313; dX=0.980877;
# signal: Min=0; Max=4.49947e+06; Mean=690823;
# values: 8.28988e+07 697860 27581
# xvar: L
# yvar: (I,I_err)
# xlabel: Wavelength [AA]
# ylabel: Intensity
# xlimits: 0 12
# variables: L I I_err N
0.05 0 0 0 
0.15 0 0 0 
0.25 0 0 0 
0.35 0 0 0 
0.45 0 0 0 
0.55 0 0 0 
0.65 0 0 0 
0.75 0 0 0 
0.85 0 0 0 
0.95 0 0 0 
1.05 0 0 0 
1.15 0 0 0 
1.25 0 0 0 
1.35 0 0 0 
1.45 0 0 0 
1.55 0 0 0 
1.65 0 0 0 
1.75 0 0 0 
1.85 0 0 0 
1.95 0 0 0 
2.05 8855.705651 10834.33675 2 
2.15 0 0 0 
2.25 26743.70862 12293.75859 8 
2.35 48240.90779 17915.49547 16 
2.45 160174.0494 29732.66703 50 
2.55 291493.0398 42423.46289 89 
2.65 609132.3182 60195.76696 209 
2.75 1835272.14 104053.4587 583 
2.85 3595826.595 145736.3033 1188 
2.95 4499472.699 165303.4426 1487 
3.05 4083678.396 155433.8017 1426 
3.15 3940343.735 152621.6045 1332 
3.25 4148077.598 156852.7273 1371 
3.35 4077206.724 157532.9765 1330 
3.45 3754986.931 150404.1877 1207 
3.55 3458425.409 142075.7199 1147 
3.65 3315649.56 141379.1483 1077 
3.75 2944999.133 130998.0431 1018 
3.85 2959720.246 130834.8303 986 
3.95 2656784.001 122906.9192 904 
4.05 2740391.571 126367.5391 885 
4.15 2510690.343 121003.971 840 
4.25 2351863.17 116945.286 799 
4.35 2325732.379 116813.2197 757 
4.45 1921178.007 103710.2725 650 
4.55 1902135.717 103387.9859 678 
4.65 1750546.886 100463.3389 633 
4.75 1830430.067 103593.8757 608 
4.85 1682934.072 98189.21151 570 
4.95 1598916.88 97337.01592 530 
5.05 1462668.94 91436.38971 534 
5.15 1358399.061 89429.37726 454 
5.25 1385526.442 89513.92706 452 
5.35 1380901.597 91480.18161 444 
5.45 1166052.495 81482.69256 402 
5.55 1153603.162 83487.38951 356 
5.65 1190514.017 83219.26109 361 
5.75 1099899.945 79870.37929 373 
5.85 942589.6314 73805.41073 295 
5.95 881073.0318 70341.70815 286 
6.05 874659.5239 71594.75736 285 
6.15 765175.7256 67536.03476 254 
6.25 857347.3196 70758.41812 256 
6.35 632417.0656 61296.5139 198 
6.45 468585.4543 51718.37547 170 
6.55 214045.3596 35918.85869 72 
6.65 35391.14964 17717.00505 9 
6.75 0 0 0 
6.85 0 0 0 
6.95 0 0 0 
7.05 0 0 0 
7.15 0 0 0 
7.25 0 0 0 
7.35 0 0 0 
7.45 0 0 0 
7.55 0 0 0 
7.65 0 0 0 
7.75 0 0 0 
7.85 0 0 0 
7.95 0 0 0 
8.05 0 0 0 
8.15 0 0 0 
8.25 0 0 0 
8.35 0 0 0 
8.45 0 0 0 
8.55 0 0 0 
8.65 0 0 0 
8.75 0 0 0 
8.85 0 0 0 
8.95 0 0 0 
9.05 0 0 0 
9.15 0 0 0 
9.25 0 0 0 
9.35 0 0 0 
9.45 0 0 0 
9.55 0 0 0 
9.65 0 0 0 
9.75 0 0 0 
9.85 0 0 0 
9.95 0 0 0 
10.05 0 0 0 
10.15 0 0 0 
10.25 0 0 0 
10.35 0 0 0 
10.45 0 0 0 
10.55 0 0 0 
10.65 0 0 0 
10.75 0 0 0 
10.85 0 0 0 
10.95 0 0 0 
11.05 0 0 0 
11.15 0 0 0 
11.25 0 0 0 
11.35 0 0 0 
11.45 0 0 0 
11.55 0 0 0 
11.65 0 0 0 
11.75 0 0 0 
11.85 0 0 0 
11.95 0 0 0 
